mentor_id,name,gender,university,industry_role,domain,experience_years,skills,location,document_score,interview_score,verification_level,email,linkedin_profile,availability_hours,mentoring_style,languages,combined_verification_score,response_rate,average_rating,mentorship_capacity,current_mentees,total_sessions,alumni_source
M4223,Mentor_4223,Male,SLIIT,Software Engineer,Business IT,5,"Machine Learning,Java,Cloud Computing",Galle,64.0,59.0,Silver,mentor_4223@university.edu,https://linkedin.com/in/mentor_4223,9,flexible,"English,Sinhala",60.4,0.79,3.8,,,,
M4224,Mentor_4224,Female,NSBM,Consultant,Cybersecurity,12,"Python,Cloud Computing,Cybersecurity",Galle,89.0,62.0,Bronze,mentor_4224@university.edu,https://linkedin.com/in/mentor_4224,13,flexible,English,81.03,0.78,4.15,,,,
M4225,Mentor_4225,Female,University of Kelaniya,Lecturer,AI/ML,19,"Machine Learning,Data Analysis,Java",Kurunegala,67.0,84.0,Gold,mentor_4225@university.edu,https://linkedin.com/in/mentor_4225,11,structured,"English,Sinhala",94.12,0.83,4.23,,,,
M4226,Mentor_4226,Female,SLIIT,Software Engineer,Networking,4,"Machine Learning,Cloud Computing,Python",Galle,55.0,80.0,Silver,mentor_4226@university.edu,https://linkedin.com/in/mentor_4226,14,structured,"English,Tamil",61.56,0.98,3.94,,,,
M4227,Mentor_4227,Male,SLIIT,Consultant,Data Science,10,"Java,Machine Learning,Data Analysis",Galle,76.0,71.0,Gold,mentor_4227@university.edu,https://linkedin.com/in/mentor_4227,7,structured,English,77.66,0.97,4.62,,,,
M4228,Mentor_4228,Male,SLIIT,Consultant,Networking,3,"Data Analysis,Java,Cloud Computing",Galle,53.0,55.0,Bronze,mentor_4228@university.edu,https://linkedin.com/in/mentor_4228,9,casual,"English,Sinhala",73.25,0.81,4.53,,,,
M4229,Mentor_4229,Male,NSBM,Lecturer,Data Science,10,"Data Analysis,Machine Learning,Cloud Computing",Kandy,63.0,57.0,Bronze,mentor_4229@university.edu,https://linkedin.com/in/mentor_4229,11,casual,English,71.0,0.78,4.55,,,,
M4230,Mentor_4230,Female,University of Peradeniya,Lecturer,Software Engineering,7,"Machine Learning,Data Analysis,Python",Kurunegala,73.0,82.0,Silver,mentor_4230@university.edu,https://linkedin.com/in/mentor_4230,15,flexible,"English,Tamil",85.6,0.96,3.91,,,,
M4231,Mentor_4231,Female,SLIIT,Consultant,AI/ML,8,"Python,Machine Learning,Cloud Computing",Colombo,70.0,61.0,Gold,mentor_4231@university.edu,https://linkedin.com/in/mentor_4231,4,structured,"English,Sinhala",61.16,0.88,4.8,,,,
M4232,Mentor_4232,Female,University of Peradeniya,Software Engineer,Networking,14,"Cloud Computing,Python,Java",Colombo,79.0,50.0,Bronze,mentor_4232@university.edu,https://linkedin.com/in/mentor_4232,18,flexible,"English,Sinhala",89.8,0.75,3.76,,,,
M4233,Mentor_4233,Female,University of Peradeniya,Consultant,Cybersecurity,5,"Cybersecurity,Java,Cloud Computing",Kurunegala,76.0,93.0,Gold,mentor_4233@university.edu,https://linkedin.com/in/mentor_4233,7,flexible,"English,Sinhala",84.88,0.99,4.76,,,,
M4234,Mentor_4234,Male,University of Moratuwa,Lecturer,Cybersecurity,9,"Python,Cloud Computing,Machine Learning",Gampaha,76.0,81.0,Bronze,mentor_4234@university.edu,https://linkedin.com/in/mentor_4234,18,casual,"English,Sinhala",91.77,0.97,3.72,,,,
M4235,Mentor_4235,Female,University of Peradeniya,Consultant,Data Science,12,"Cybersecurity,Cloud Computing,Data Analysis",Galle,95.0,82.0,Gold,mentor_4235@university.edu,https://linkedin.com/in/mentor_4235,11,casual,"English,Tamil",66.84,0.7,3.55,,,,
M4236,Mentor_4236,Male,IIT Sri Lanka,Consultant,Data Science,19,"Cybersecurity,Cloud Computing,Python",Galle,69.0,79.0,Bronze,mentor_4236@university.edu,https://linkedin.com/in/mentor_4236,15,formal,English,93.96,0.77,3.78,,,,
M4237,Mentor_4237,Male,University of Moratuwa,Data Scientist,Business IT,8,"Cloud Computing,Data Analysis,Machine Learning",Kurunegala,55.0,64.0,Bronze,mentor_4237@university.edu,https://linkedin.com/in/mentor_4237,9,casual,"English,Tamil",77.6,0.82,3.86,,,,
M4238,Mentor_4238,Female,University of Peradeniya,Lecturer,Business IT,10,"Machine Learning,Data Analysis,Java",Colombo,53.0,67.0,Gold,mentor_4238@university.edu,https://linkedin.com/in/mentor_4238,10,formal,"English,Sinhala",72.33,0.71,4.62,,,,
M4239,Mentor_4239,Male,IIT Sri Lanka,Data Scientist,Cybersecurity,4,"Machine Learning,Cybersecurity,Data Analysis",Galle,100.0,51.0,Silver,mentor_4239@university.edu,https://linkedin.com/in/mentor_4239,2,structured,English,87.19,0.76,4.94,,,,
M4240,Mentor_4240,Male,SLIIT,Software Engineer,Business IT,15,"Data Analysis,Cloud Computing,Java",Gampaha,77.0,87.0,Gold,mentor_4240@university.edu,https://linkedin.com/in/mentor_4240,15,formal,"English,Sinhala",78.96,0.84,4.59,,,,
M4241,Mentor_4241,Male,University of Kelaniya,Data Scientist,Networking,18,"Cybersecurity,Python,Java",Gampaha,85.0,93.0,Bronze,mentor_4241@university.edu,https://linkedin.com/in/mentor_4241,2,structured,English,84.49,0.99,4.82,,,,
M4242,Mentor_4242,Female,University of Moratuwa,Consultant,Software Engineering,3,"Python,Cybersecurity,Java",Gampaha,54.0,63.0,Bronze,mentor_4242@university.edu,https://linkedin.com/in/mentor_4242,11,formal,"English,Sinhala",80.42,0.81,3.51,,,,
M4243,Mentor_4243,Male,NSBM,Lecturer,Data Science,4,"Python,Cybersecurity,Data Analysis",Kandy,61.0,99.0,Silver,mentor_4243@university.edu,https://linkedin.com/in/mentor_4243,16,formal,"English,Tamil",87.24,0.78,3.89,,,,
M4244,Mentor_4244,Female,IIT Sri Lanka,Software Engineer,Business IT,4,"Cloud Computing,Machine Learning,Java",Gampaha,50.0,67.0,Gold,mentor_4244@university.edu,https://linkedin.com/in/mentor_4244,9,casual,English,78.75,0.77,4.92,,,,
M4245,Mentor_4245,Male,University of Peradeniya,Data Scientist,AI/ML,2,"Data Analysis,Java,Machine Learning",Gampaha,75.0,100.0,Bronze,mentor_4245@university.edu,https://linkedin.com/in/mentor_4245,11,casual,"English,Tamil",74.78,0.91,3.7,,,,
M4246,Mentor_4246,Male,University of Peradeniya,Lecturer,Cybersecurity,16,"Machine Learning,Java,Data Analysis",Galle,94.0,56.0,Silver,mentor_4246@university.edu,https://linkedin.com/in/mentor_4246,17,casual,English,68.25,0.78,3.76,,,,
M4247,Mentor_4247,Male,IIT Sri Lanka,Software Engineer,Networking,17,"Data Analysis,Java,Machine Learning",Colombo,100.0,64.0,Bronze,mentor_4247@university.edu,https://linkedin.com/in/mentor_4247,17,formal,English,69.93,0.8,4.06,,,,
M4248,Mentor_4248,Female,University of Kelaniya,Lecturer,AI/ML,5,"Cybersecurity,Python,Data Analysis",Gampaha,88.0,56.0,Bronze,mentor_4248@university.edu,https://linkedin.com/in/mentor_4248,5,flexible,"English,Tamil",81.28,0.89,4.9,,,,
M4249,Mentor_4249,Male,University of Moratuwa,Software Engineer,Software Engineering,10,"Python,Data Analysis,Java",Kurunegala,75.0,70.0,Gold,mentor_4249@university.edu,https://linkedin.com/in/mentor_4249,2,formal,"English,Tamil",87.03,0.76,3.86,,,,
M4250,Mentor_4250,Female,University of Kelaniya,Software Engineer,Software Engineering,5,"Cloud Computing,Data Analysis,Cybersecurity",Kurunegala,61.0,85.0,Bronze,mentor_4250@university.edu,https://linkedin.com/in/mentor_4250,3,casual,"English,Sinhala",81.17,0.87,4.87,,,,
M4251,Mentor_4251,Female,University of Colombo,Lecturer,AI/ML,4,"Data Analysis,Python,Cybersecurity",Galle,54.0,63.0,Gold,mentor_4251@university.edu,https://linkedin.com/in/mentor_4251,6,structured,"English,Sinhala",86.25,0.88,3.7,,,,
M4252,Mentor_4252,Male,University of Peradeniya,Lecturer,Cybersecurity,2,"Java,Cybersecurity,Data Analysis",Kandy,75.0,92.0,Bronze,mentor_4252@university.edu,https://linkedin.com/in/mentor_4252,12,casual,"English,Tamil",70.36,0.83,4.73,,,,
M4253,Mentor_4253,Male,IIT Sri Lanka,Consultant,Cybersecurity,6,"Machine Learning,Cloud Computing,Python",Colombo,67.0,57.0,Bronze,mentor_4253@university.edu,https://linkedin.com/in/mentor_4253,11,formal,"English,Sinhala",79.93,0.96,3.88,,,,
M4254,Mentor_4254,Male,SLIIT,Data Scientist,Cybersecurity,6,"Cloud Computing,Java,Machine Learning",Galle,50.0,83.0,Bronze,mentor_4254@university.edu,https://linkedin.com/in/mentor_4254,8,formal,English,74.57,0.72,3.92,,,,
M4255,Mentor_4255,Female,SLIIT,Software Engineer,Business IT,16,"Machine Learning,Java,Cloud Computing",Kandy,75.0,57.0,Silver,mentor_4255@university.edu,https://linkedin.com/in/mentor_4255,17,structured,"English,Sinhala",60.0,0.73,4.0,,,,
M4256,Mentor_4256,Male,University of Kelaniya,Data Scientist,Business IT,12,"Machine Learning,Java,Cloud Computing",Gampaha,90.0,52.0,Bronze,mentor_4256@university.edu,https://linkedin.com/in/mentor_4256,10,formal,English,84.43,0.99,4.48,,,,
M4257,Mentor_4257,Male,University of Colombo,Consultant,Software Engineering,9,"Java,Cloud Computing,Data Analysis",Galle,84.0,51.0,Silver,mentor_4257@university.edu,https://linkedin.com/in/mentor_4257,14,structured,"English,Sinhala",79.09,0.98,4.2,,,,
M4258,Mentor_4258,Female,University of Peradeniya,Consultant,AI/ML,4,"Cloud Computing,Data Analysis,Python",Kandy,57.0,60.0,Bronze,mentor_4258@university.edu,https://linkedin.com/in/mentor_4258,7,flexible,English,80.44,0.97,4.6,,,,
M4259,Mentor_4259,Male,IIT Sri Lanka,Data Scientist,Software Engineering,14,"Machine Learning,Cybersecurity,Python",Kurunegala,96.0,66.0,Gold,mentor_4259@university.edu,https://linkedin.com/in/mentor_4259,6,casual,"English,Sinhala",68.39,0.83,4.12,,,,
M4260,Mentor_4260,Male,NSBM,Software Engineer,AI/ML,17,"Java,Data Analysis,Cloud Computing",Galle,88.0,75.0,Bronze,mentor_4260@university.edu,https://linkedin.com/in/mentor_4260,17,flexible,"English,Tamil",78.7,0.99,3.54,,,,
M4261,Mentor_4261,Male,University of Kelaniya,Software Engineer,Business IT,19,"Java,Python,Data Analysis",Kurunegala,74.0,57.0,Silver,mentor_4261@university.edu,https://linkedin.com/in/mentor_4261,4,flexible,English,90.75,0.78,3.56,,,,
M4262,Mentor_4262,Female,NSBM,Lecturer,Cybersecurity,6,"Python,Cybersecurity,Machine Learning",Kurunegala,57.0,59.0,Gold,mentor_4262@university.edu,https://linkedin.com/in/mentor_4262,3,formal,"English,Sinhala",74.34,0.81,4.81,,,,
M4263,Mentor_4263,Female,SLIIT,Lecturer,Cybersecurity,15,"Cloud Computing,Python,Data Analysis",Colombo,81.0,91.0,Bronze,mentor_4263@university.edu,https://linkedin.com/in/mentor_4263,5,formal,English,81.34,0.72,3.55,,,,
M4264,Mentor_4264,Female,University of Colombo,Consultant,Networking,16,"Cloud Computing,Java,Machine Learning",Gampaha,81.0,72.0,Bronze,mentor_4264@university.edu,https://linkedin.com/in/mentor_4264,2,casual,"English,Sinhala",65.08,0.75,4.74,,,,
M4265,Mentor_4265,Female,IIT Sri Lanka,Software Engineer,Data Science,9,"Python,Cloud Computing,Machine Learning",Kurunegala,72.0,83.0,Bronze,mentor_4265@university.edu,https://linkedin.com/in/mentor_4265,19,formal,"English,Sinhala",86.53,0.84,4.78,,,,
M4266,Mentor_4266,Female,IIT Sri Lanka,Software Engineer,Business IT,5,"Java,Python,Cybersecurity",Gampaha,51.0,96.0,Bronze,mentor_4266@university.edu,https://linkedin.com/in/mentor_4266,8,structured,"English,Tamil",64.57,0.74,4.78,,,,
M4267,Mentor_4267,Male,SLIIT,Lecturer,Networking,19,"Data Analysis,Machine Learning,Cybersecurity",Gampaha,56.0,62.0,Bronze,mentor_4267@university.edu,https://linkedin.com/in/mentor_4267,8,casual,"English,Tamil",80.09,0.95,4.04,,,,
M4268,Mentor_4268,Female,University of Peradeniya,Software Engineer,Networking,12,"Machine Learning,Data Analysis,Cybersecurity",Kurunegala,80.0,66.0,Bronze,mentor_4268@university.edu,https://linkedin.com/in/mentor_4268,2,structured,English,88.09,0.74,4.23,,,,
M4269,Mentor_4269,Female,University of Kelaniya,Consultant,Data Science,19,"Data Analysis,Machine Learning,Java",Gampaha,100.0,64.0,Gold,mentor_4269@university.edu,https://linkedin.com/in/mentor_4269,16,formal,English,88.72,0.89,3.69,,,,
M4270,Mentor_4270,Male,University of Colombo,Consultant,AI/ML,8,"Cloud Computing,Machine Learning,Java",Kandy,65.0,58.0,Gold,mentor_4270@university.edu,https://linkedin.com/in/mentor_4270,17,casual,"English,Tamil",66.08,0.85,4.9,,,,
M4271,Mentor_4271,Female,SLIIT,Lecturer,Business IT,9,"Machine Learning,Java,Data Analysis",Galle,52.0,78.0,Silver,mentor_4271@university.edu,https://linkedin.com/in/mentor_4271,2,casual,"English,Sinhala",67.12,0.9,3.81,,,,
M4272,Mentor_4272,Female,University of Colombo,Software Engineer,Business IT,3,"Machine Learning,Cybersecurity,Python",Kandy,80.0,85.0,Silver,mentor_4272@university.edu,https://linkedin.com/in/mentor_4272,10,flexible,"English,Sinhala",77.43,0.74,3.93,,,,
M4273,Mentor_4273,Male,University of Moratuwa,Software Engineer,Networking,15,"Python,Data Analysis,Cloud Computing",Galle,60.0,81.0,Gold,mentor_4273@university.edu,https://linkedin.com/in/mentor_4273,13,formal,"English,Tamil",83.39,0.74,3.76,,,,
M4274,Mentor_4274,Female,NSBM,Consultant,Software Engineering,10,"Data Analysis,Python,Cloud Computing",Kandy,65.0,90.0,Gold,mentor_4274@university.edu,https://linkedin.com/in/mentor_4274,14,casual,English,73.21,0.89,3.83,,,,
M4275,Mentor_4275,Male,University of Moratuwa,Software Engineer,Cybersecurity,12,"Cloud Computing,Cybersecurity,Machine Learning",Kurunegala,72.0,65.0,Gold,mentor_4275@university.edu,https://linkedin.com/in/mentor_4275,12,structured,"English,Sinhala",73.2,0.99,4.56,,,,
M4276,Mentor_4276,Male,University of Kelaniya,Data Scientist,Business IT,12,"Java,Cybersecurity,Cloud Computing",Gampaha,64.0,88.0,Silver,mentor_4276@university.edu,https://linkedin.com/in/mentor_4276,9,casual,English,76.74,0.98,4.8,,,,
M4277,Mentor_4277,Female,University of Moratuwa,Consultant,Cybersecurity,8,"Data Analysis,Python,Java",Galle,63.0,66.0,Bronze,mentor_4277@university.edu,https://linkedin.com/in/mentor_4277,13,casual,English,75.22,0.73,4.49,,,,
M4278,Mentor_4278,Male,University of Kelaniya,Consultant,Cybersecurity,8,"Java,Machine Learning,Data Analysis",Kandy,64.0,99.0,Gold,mentor_4278@university.edu,https://linkedin.com/in/mentor_4278,17,structured,"English,Tamil",65.5,0.91,3.72,,,,
M4279,Mentor_4279,Female,NSBM,Data Scientist,Data Science,10,"Cybersecurity,Machine Learning,Data Analysis",Colombo,75.0,61.0,Gold,mentor_4279@university.edu,https://linkedin.com/in/mentor_4279,2,formal,"English,Tamil",74.17,1.0,3.61,,,,
M4280,Mentor_4280,Male,University of Peradeniya,Consultant,Cybersecurity,19,"Java,Cybersecurity,Data Analysis",Colombo,88.0,74.0,Silver,mentor_4280@university.edu,https://linkedin.com/in/mentor_4280,15,formal,English,74.5,0.87,4.78,,,,
M4281,Mentor_4281,Male,University of Moratuwa,Data Scientist,Business IT,11,"Data Analysis,Cloud Computing,Cybersecurity",Gampaha,97.0,100.0,Bronze,mentor_4281@university.edu,https://linkedin.com/in/mentor_4281,12,casual,"English,Tamil",85.3,0.73,4.89,,,,
M4282,Mentor_4282,Male,SLIIT,Software Engineer,Data Science,20,"Machine Learning,Cloud Computing,Java",Kurunegala,70.0,75.0,Silver,mentor_4282@university.edu,https://linkedin.com/in/mentor_4282,4,structured,English,84.46,0.73,4.49,,,,
M4283,Mentor_4283,Male,SLIIT,Consultant,Business IT,20,"Machine Learning,Cybersecurity,Cloud Computing",Kandy,50.0,98.0,Bronze,mentor_4283@university.edu,https://linkedin.com/in/mentor_4283,12,formal,"English,Tamil",94.64,0.77,4.23,,,,
M4284,Mentor_4284,Male,University of Colombo,Lecturer,Software Engineering,11,"Machine Learning,Cybersecurity,Data Analysis",Kandy,94.0,97.0,Bronze,mentor_4284@university.edu,https://linkedin.com/in/mentor_4284,11,structured,"English,Tamil",91.83,0.72,3.79,,,,
M4285,Mentor_4285,Female,SLIIT,Data Scientist,Networking,10,"Machine Learning,Python,Cloud Computing",Colombo,86.0,54.0,Silver,mentor_4285@university.edu,https://linkedin.com/in/mentor_4285,4,structured,"English,Tamil",68.45,0.76,3.62,,,,
M4286,Mentor_4286,Male,University of Moratuwa,Software Engineer,Networking,7,"Python,Cloud Computing,Machine Learning",Kurunegala,97.0,73.0,Bronze,mentor_4286@university.edu,https://linkedin.com/in/mentor_4286,6,formal,"English,Tamil",70.75,0.82,4.94,,,,
M4287,Mentor_4287,Male,University of Moratuwa,Data Scientist,Networking,2,"Data Analysis,Java,Python",Gampaha,67.0,94.0,Silver,mentor_4287@university.edu,https://linkedin.com/in/mentor_4287,15,formal,"English,Tamil",62.84,0.89,4.8,,,,
M4288,Mentor_4288,Female,University of Moratuwa,Data Scientist,AI/ML,9,"Machine Learning,Data Analysis,Java",Kandy,90.0,81.0,Gold,mentor_4288@university.edu,https://linkedin.com/in/mentor_4288,17,flexible,"English,Sinhala",72.76,0.89,4.09,,,,
M4289,Mentor_4289,Male,NSBM,Lecturer,Cybersecurity,11,"Python,Java,Cloud Computing",Colombo,92.0,59.0,Gold,mentor_4289@university.edu,https://linkedin.com/in/mentor_4289,7,casual,"English,Sinhala",74.51,0.86,3.55,,,,
M4290,Mentor_4290,Male,IIT Sri Lanka,Consultant,AI/ML,20,"Machine Learning,Python,Java",Kurunegala,88.0,54.0,Gold,mentor_4290@university.edu,https://linkedin.com/in/mentor_4290,3,structured,English,66.64,0.87,4.32,,,,
M4291,Mentor_4291,Female,NSBM,Lecturer,Business IT,16,"Python,Data Analysis,Cloud Computing",Kandy,84.0,60.0,Bronze,mentor_4291@university.edu,https://linkedin.com/in/mentor_4291,3,flexible,"English,Tamil",80.61,0.99,4.38,,,,
M4292,Mentor_4292,Male,University of Colombo,Software Engineer,Cybersecurity,3,"Cybersecurity,Cloud Computing,Java",Kurunegala,50.0,75.0,Silver,mentor_4292@university.edu,https://linkedin.com/in/mentor_4292,8,casual,"English,Sinhala",69.27,0.71,4.8,,,,
M4293,Mentor_4293,Male,IIT Sri Lanka,Lecturer,Software Engineering,20,"Data Analysis,Cloud Computing,Machine Learning",Kandy,100.0,68.0,Silver,mentor_4293@university.edu,https://linkedin.com/in/mentor_4293,4,casual,English,66.48,0.84,4.2,,,,
M4294,Mentor_4294,Female,University of Peradeniya,Data Scientist,Networking,9,"Cloud Computing,Java,Python",Gampaha,51.0,57.0,Gold,mentor_4294@university.edu,https://linkedin.com/in/mentor_4294,4,casual,English,69.42,0.99,3.96,,,,
M4295,Mentor_4295,Female,NSBM,Software Engineer,Networking,16,"Cybersecurity,Cloud Computing,Machine Learning",Galle,91.0,73.0,Silver,mentor_4295@university.edu,https://linkedin.com/in/mentor_4295,6,structured,"English,Tamil",89.18,0.72,3.76,,,,
M4296,Mentor_4296,Female,NSBM,Lecturer,Cybersecurity,13,"Machine Learning,Cybersecurity,Java",Kurunegala,100.0,91.0,Gold,mentor_4296@university.edu,https://linkedin.com/in/mentor_4296,2,structured,English,67.83,0.81,4.57,,,,
M4297,Mentor_4297,Male,NSBM,Lecturer,Data Science,6,"Cloud Computing,Data Analysis,Machine Learning",Colombo,80.0,59.0,Bronze,mentor_4297@university.edu,https://linkedin.com/in/mentor_4297,8,flexible,English,64.53,0.74,4.44,,,,
M4298,Mentor_4298,Female,NSBM,Data Scientist,Data Science,14,"Java,Data Analysis,Cybersecurity",Gampaha,63.0,60.0,Gold,mentor_4298@university.edu,https://linkedin.com/in/mentor_4298,10,structured,English,73.78,0.8,4.93,,,,
M4299,Mentor_4299,Female,IIT Sri Lanka,Software Engineer,AI/ML,6,"Cloud Computing,Python,Cybersecurity",Kurunegala,70.0,81.0,Silver,mentor_4299@university.edu,https://linkedin.com/in/mentor_4299,13,formal,"English,Sinhala",62.63,0.94,3.7,,,,
M4300,Mentor_4300,Female,IIT Sri Lanka,Software Engineer,Business IT,14,"Cloud Computing,Java,Cybersecurity",Kurunegala,79.0,96.0,Bronze,mentor_4300@university.edu,https://linkedin.com/in/mentor_4300,14,flexible,"English,Tamil",81.55,0.94,4.48,,,,
M4301,Mentor_4301,Female,University of Moratuwa,Consultant,Software Engineering,10,"Machine Learning,Python,Java",Kurunegala,50.0,100.0,Gold,mentor_4301@university.edu,https://linkedin.com/in/mentor_4301,10,flexible,English,72.35,0.86,4.2,,,,
M4302,Mentor_4302,Male,IIT Sri Lanka,Data Scientist,AI/ML,3,"Java,Cloud Computing,Cybersecurity",Galle,95.0,51.0,Bronze,mentor_4302@university.edu,https://linkedin.com/in/mentor_4302,7,flexible,English,83.12,0.76,3.86,,,,
M4303,Mentor_4303,Female,University of Peradeniya,Lecturer,AI/ML,18,"Data Analysis,Java,Python",Kandy,65.0,55.0,Bronze,mentor_4303@university.edu,https://linkedin.com/in/mentor_4303,19,casual,"English,Sinhala",77.88,0.96,4.67,,,,
M4304,Mentor_4304,Male,University of Moratuwa,Data Scientist,Networking,15,"Cybersecurity,Machine Learning,Java",Kandy,92.0,91.0,Gold,mentor_4304@university.edu,https://linkedin.com/in/mentor_4304,6,flexible,"English,Tamil",62.78,0.73,3.83,,,,
M4305,Mentor_4305,Female,University of Moratuwa,Lecturer,Data Science,16,"Cybersecurity,Python,Cloud Computing",Gampaha,82.0,72.0,Bronze,mentor_4305@university.edu,https://linkedin.com/in/mentor_4305,16,flexible,English,88.72,0.74,3.55,,,,
